gene	chromosome	gene_tss	gene_end
FAN1	CHR_HSCHR15_4_CTG8	31055318	31094547
AC243829.9	CHR_HSCHR17_10_CTG4	36072866	36090134
CCL3	CHR_HSCHR17_10_CTG4	36090141	36090169
ZC3H3	CHR_HSCHR8_3_CTG7	143541453	143541453
PHLDA2	CHR_HSCHR11_1_CTG7	2929383	2929383
CR759772.1	CHR_HSCHR6_MHC_MCF_CTG1	31108458	31113948
RN7SKP175	CHR_HSCHR8_3_CTG7	143542110	143542398
MTMR10	CHR_HSCHR15_4_CTG8	31142971	31142971
C6orf15	CHR_HSCHR6_MHC_MCF_CTG1	31191083	31191083
LSM2	CHR_HSCHR6_MHC_APD_CTG1	31873678	31874003
AC239618.13	CHR_HSCHR7_2_CTG6	142936996	142953930
GSDMD	CHR_HSCHR8_3_CTG7	143553207	143563062
PSORS1C1	CHR_HSCHR6_MHC_MCF_CTG1	31193355	31218582
ATP6V1G3	CHR_HSCHR1_3_CTG31	198552222	198552432
TRPV5	CHR_HSCHR7_2_CTG6	142994995	142994995
NAP1L4	CHR_HSCHR11_1_CTG7	2991260	2991260
TRPM1	CHR_HSCHR15_4_CTG8	31312750	31312750
CCL4	CHR_HSCHR17_10_CTG4	36103827	36105621
CDSN	CHR_HSCHR6_MHC_MCF_CTG1	31198966	31198966
PSORS1C2	CHR_HSCHR6_MHC_MCF_CTG1	31217894	31217894
AL157402.5	CHR_HSCHR1_3_CTG31	198610355	198610355
RN7SL301P	CHR_HSCHR17_10_CTG4	36110150	36110447
HSPA1L	CHR_HSCHR6_MHC_APD_CTG1	31882094	31882094
POLR2LP1	CHR_HSCHR6_MHC_MCF_CTG1	31219263	31219449
AC243829.2	CHR_HSCHR17_10_CTG4	36116177	36177516
AC131056.3	CHR_HSCHR17_10_CTG4	36161606	36162932
TBC1D3B	CHR_HSCHR17_10_CTG4	36176601	36176601
HSPA1A	CHR_HSCHR6_MHC_APD_CTG1	31882493	31884975
PTPRC	CHR_HSCHR1_3_CTG31	198650158	198733963
HSPA1B	CHR_HSCHR6_MHC_APD_CTG1	31894767	31897281
AC243829.1	CHR_HSCHR17_10_CTG4	36183253	36196508
CCHCR1	CHR_HSCHR6_MHC_MCF_CTG1	31236638	31236769
CCL3L3	CHR_HSCHR17_10_CTG4	36196795	36196795
SNHG32	CHR_HSCHR6_MHC_APD_CTG1	31901630	31906788
CCL4L2	CHR_HSCHR17_10_CTG4	36211103	36212918
LLCFC1	CHR_HSCHR7_2_CTG6	143000530	143002052
KEL	CHR_HSCHR7_2_CTG6	143023868	143023868
AC131056.5	CHR_HSCHR17_10_CTG4	36249651	36250970
MROH6	CHR_HSCHR8_3_CTG7	143572971	143572971
OR9A2	CHR_HSCHR7_2_CTG6	143088382	143088382
OR9P1P	CHR_HSCHR7_2_CTG6	143108767	143108767
OR6V1	CHR_HSCHR7_2_CTG6	143113507	143114534
OR6W1P	CHR_HSCHR7_2_CTG6	143124616	143124772
SNORD48	CHR_HSCHR6_MHC_APD_CTG1	31902285	31902347
SNORD52	CHR_HSCHR6_MHC_APD_CTG1	31904099	31904165
NEU1	CHR_HSCHR6_MHC_APD_CTG1	31929819	31929929
PVALB	CHR_HSCHR22_1_CTG5	36817035	36819479
AL157402.4	CHR_HSCHR1_3_CTG31	198678548	198678548
PEBP1P3	CHR_HSCHR1_3_CTG31	198691520	198691520
AC131056.2	CHR_HSCHR17_10_CTG4	36284006	36284006
AC233280.20	CHR_HSCHR3_1_CTG3	195639990	195640460
AC233280.24	CHR_HSCHR3_1_CTG3	195651472	195651472
AC233280.25	CHR_HSCHR3_1_CTG3	195657927	195657927
KLF13	CHR_HSCHR15_4_CTG8	31478417	31529455
AC243649.1	CHR_HSCHR15_4_CTG8	32079158	32079289
AC243734.1	CHR_HSCHR15_4_CTG8	32181324	32319966
Z82185.2	CHR_HSCHR22_1_CTG5	36816326	36819736
AF186996.2	CHR_HSCHR3_4_CTG2_1	125703375	125704277
NCF4-AS1	CHR_HSCHR22_1_CTG5	36873605	36873605
AC067930.7	CHR_HSCHR8_3_CTG7	143573490	143577397
AF186996.3	CHR_HSCHR3_4_CTG2_1	125712140	125713051
AF186996.9	CHR_HSCHR3_4_CTG2_1	125724567	125725463
SLC44A4	CHR_HSCHR6_MHC_APD_CTG1	31946023	31946068
NCF4	CHR_HSCHR22_1_CTG5	36860995	36880544
AF186996.4	CHR_HSCHR3_4_CTG2_1	125734326	125735208
AF186996.6	CHR_HSCHR3_4_CTG2_1	125747135	125748058
NAPRT	CHR_HSCHR8_3_CTG7	143575323	143578649
AF186996.8	CHR_HSCHR3_4_CTG2_1	125756086	125756441
AC092902.1	CHR_HSCHR3_4_CTG2_1	125800930	125801709
PSORS1C3	CHR_HSCHR6_MHC_SSTO_CTG1	31172797	31172797
HCG27	CHR_HSCHR6_MHC_SSTO_CTG1	31192649	31198853
BX088580.2	CHR_HSCHR6_MHC_SSTO_CTG1	31196805	31196805
HLA-C	CHR_HSCHR6_MHC_SSTO_CTG1	31263087	31265564
ARHGAP11A	CHR_HSCHR15_4_CTG8	32695437	32720246
AC131056.6	CHR_HSCHR17_10_CTG4	36328453	36328453
AC131056.7	CHR_HSCHR17_10_CTG4	36336195	36336195
AC131056.4	CHR_HSCHR17_10_CTG4	36343345	36343444
TBC1D3I	CHR_HSCHR17_10_CTG4	36366160	36366216
SNORA54	CHR_HSCHR11_1_CTG7	2962758	2962758
AC001228.2	CHR_HSCHR11_1_CTG7	2988746	2990227
AC067930.6	CHR_HSCHR8_3_CTG7	143578358	143583305
CARS1	CHR_HSCHR11_1_CTG7	3056282	3056458
SCG5	CHR_HSCHR15_4_CTG8	32721966	32777405
LINC01606	CHR_HSCHR8_1_CTG6	57193590	57252058
CR388215.1	CHR_HSCHR6_MHC_DBB_CTG1	30821330	30821330
EHMT2	CHR_HSCHR6_MHC_APD_CTG1	31951828	31964716
GREM1	CHR_HSCHR15_4_CTG8	32798311	32814964
AC025674.4	CHR_HSCHR8_1_CTG6	57251821	57252305
AC025674.3	CHR_HSCHR8_1_CTG6	57272990	57278377
LINC00588	CHR_HSCHR8_1_CTG6	57291307	57296495
AC093642.2	CHR_HSCHR2_2_CTG15	241970683	241977276
AC244167.1	CHR_HSCHR2_2_CTG15	242003691	242006013
AC244167.2	CHR_HSCHR2_2_CTG15	242031170	242031170
LINC01880	CHR_HSCHR2_2_CTG15	242089153	242089153
AC093642.4	CHR_HSCHR2_2_CTG15	242099909	242121247
EEF1D	CHR_HSCHR8_3_CTG7	143597396	143597744
BX927194.2	CHR_HSCHR6_MHC_MANN_CTG1	30952885	30971104
AL662848.4	CHR_HSCHR6_MHC_COX_CTG1	30820509	30820509
PLPPR3	CHR_HSCHR19_5_CTG2	821952	821977
AL049748.3	CHR_HSCHR22_1_CTG4	35685940	35689373
MRPS16P3	CHR_HSCHR22_1_CTG4	35703803	35704176
APOL5	CHR_HSCHR22_1_CTG4	35717872	35729483
AZU1	CHR_HSCHR19_5_CTG2	825097	832018
RBFOX2	CHR_HSCHR22_1_CTG4	35846818	35945128
PRTN3	CHR_HSCHR19_5_CTG2	840960	848175
AC011476.7	CHR_HSCHR19_4_CTG3_1	55062043	55062043
AL773551.1	CHR_HSCHR6_MHC_QBL_CTG1	30820172	30820172
ELANE	CHR_HSCHR19_5_CTG2	851006	856290
HLA-B	CHR_HSCHR6_MHC_SSTO_CTG1	31348509	31350932
AC012314.6	CHR_HSCHR19LRC_LRC_J_CTG3_1	54115536	54131896
CFD	CHR_HSCHR19_5_CTG2	859680	863666
MED16	CHR_HSCHR19_5_CTG2	881626	881626
AC012572.3	CHR_HSCHR18_ALT21_CTG2_1	78505165	78506410
CR936237.1	CHR_HSCHR6_MHC_APD_CTG1	31950783	31951076
TNXB	CHR_HSCHR6_MHC_APD_CTG1	32153125	32153125
PRRT1	CHR_HSCHR6_MHC_APD_CTG1	32216862	32221379
BX927139.2	CHR_HSCHR6_MHC_MANN_CTG1	31074834	31080324
CARS1-AS1	CHR_HSCHR11_1_CTG7	3028264	3040098
ARMC10	CHR_HSCHR7_1_CTG4_4	103086630	103099764
PPT2	CHR_HSCHR6_MHC_APD_CTG1	32220447	32238987
CRYZP1	CHR_HSCHR7_1_CTG4_4	103089610	103089610
CU633846.1	CHR_HSCHR19LRC_LRC_J_CTG3_1	54867557	54882047
NAPEPLD	CHR_HSCHR7_1_CTG4_4	103149564	103149564
CR759747.2	CHR_HSCHR6_MHC_DBB_CTG1	30898953	30917183
AC011476.11	CHR_HSCHR19LRC_LRC_J_CTG3_1	54939296	54946235
PPP2R3B	CHR_HSCHRX_2_CTG3	385690	385935
AC216130.3	CHR_HSCHR7_1_CTG4_4	103141930	103141930
RPL23AP95	CHR_HSCHR7_1_CTG4_4	103152327	103152327
AC216130.1	CHR_HSCHR7_1_CTG4_4	103165294	103165294
DPY19L2P2	CHR_HSCHR7_1_CTG4_4	103243284	103243284
AL732314.1	CHR_HSCHRX_2_CTG3	385960	404559
AL732314.5	CHR_HSCHRX_2_CTG3	418137	420960
FABP5P13	CHR_HSCHRX_2_CTG3	523082	523082
KRT18P53	CHR_HSCHRX_2_CTG3	544332	544332
AF186192.5	CHR_HSCHR8_2_CTG7	144702417	144702417
AF186192.6	CHR_HSCHR8_2_CTG7	144703585	144711749
ZNF251	CHR_HSCHR8_2_CTG7	144758718	144759649
CR759815.4	CHR_HSCHR6_MHC_MCF_CTG1	31249103	31251125
CR759815.1	CHR_HSCHR6_MHC_MCF_CTG1	31280532	31280532
AF186192.3	CHR_HSCHR8_2_CTG7	144739024	144760993
AL662854.2	CHR_HSCHR6_MHC_COX_CTG1	30898107	30916176
EGFL8	CHR_HSCHR6_MHC_APD_CTG1	32231591	32235290
AL133373.6	CHR_HSCHR14_1_CTG1	91554410	91554503
AL133373.4	CHR_HSCHR14_1_CTG1	91575271	91575271
CATSPERB	CHR_HSCHR14_1_CTG1	91673589	91784366
AL773541.2	CHR_HSCHR6_MHC_QBL_CTG1	30897815	30916043
AL354892.5	CHR_HSCHR6_1_CTG4	169725854	169725854
AL354892.4	CHR_HSCHR6_1_CTG4	169725504	169738992
TCTE3	CHR_HSCHR6_1_CTG4	169751559	169751587
ERMARD	CHR_HSCHR6_1_CTG4	169751622	169781584
CR753812.1	CHR_HSCHR6_MHC_DBB_CTG1	31020962	31025761
AGPAT1	CHR_HSCHR6_MHC_APD_CTG1	32240124	32245105
POLR3GP1	CHR_HSCHR14_1_CTG1	91603433	91603433
NANOGP7	CHR_HSCHR14_1_CTG1	91605319	91605319
AL121839.3	CHR_HSCHR14_1_CTG1	91712770	91714276
USP8P1	CHR_HSCHR6_MHC_SSTO_CTG1	31268956	31272128
RPL3P2	CHR_HSCHR6_MHC_SSTO_CTG1	31273691	31274890
WASF5P	CHR_HSCHR6_MHC_SSTO_CTG1	31282618	31282618
BX248310.3	CHR_HSCHR6_MHC_SSTO_CTG1	31302238	31302238
AL121839.4	CHR_HSCHR14_1_CTG1	91763457	91763457
DHFRP2	CHR_HSCHR6_MHC_SSTO_CTG1	31360598	31360598
AC237191.1	CHR_HSCHR2_1_CTG15	242003691	242006013
AC237191.2	CHR_HSCHR2_1_CTG15	242031529	242031529
BX248310.5	CHR_HSCHR6_MHC_SSTO_CTG1	31371102	31371704
ZDHHC20P2	CHR_HSCHR6_MHC_SSTO_CTG1	31374124	31374550
HLA-S	CHR_HSCHR6_MHC_SSTO_CTG1	31376019	31376019
AC093642.5	CHR_HSCHR2_1_CTG15	242100269	242121607
TC2N	CHR_HSCHR14_1_CTG1	91817484	91840185
MICA	CHR_HSCHR6_MHC_SSTO_CTG1	31393526	31409981
LINC01149	CHR_HSCHR6_MHC_SSTO_CTG1	31435351	31440654
HCP5	CHR_HSCHR6_MHC_SSTO_CTG1	31453889	31456523
AL663093.1	CHR_HSCHR6_MHC_COX_CTG1	31019724	31025215
AC233755.2	KI270726.1	26241	26534
AC233755.1	KI270726.1	41444	41876
BX248516.1	CHR_HSCHR6_MHC_SSTO_CTG1	31537331	31537331
TIGD5	CHR_HSCHR8_3_CTG7	143597835	143603224
PYCR3	CHR_HSCHR8_3_CTG7	143609614	143609773
RNF5	CHR_HSCHR6_MHC_APD_CTG1	32245363	32247802
TAMM41	CHR_HSCHR3_1_CTG1	11846919	11846919
AL354892.6	CHR_HSCHR6_1_CTG4	169770413	169772042
LINC00242	CHR_HSCHR6_1_CTG4	169798825	169798825
LINC00574	CHR_HSCHR6_1_CTG4	169790321	169802873
AL049612.2	CHR_HSCHR6_1_CTG4	169810102	169810102
AL805909.1	CHR_HSCHR6_MHC_QBL_CTG1	31019955	31025446
AGER	CHR_HSCHR6_MHC_APD_CTG1	32248644	32251333
AC090958.6	CHR_HSCHR3_1_CTG1	11846845	11846845
AC226154.2	CHR_HSCHR3_1_CTG1	11859673	11893500
GFUS	CHR_HSCHR8_3_CTG7	143613607	143618048
AC226154.1	CHR_HSCHR3_1_CTG1	11881057	11881057
NUP210P2	CHR_HSCHR3_1_CTG1	11901932	11903166
MARK2P14	CHR_HSCHR3_1_CTG1	11908448	11914234
AC090958.4	CHR_HSCHR3_1_CTG1	11912686	11912686
AC233280.9	CHR_HSCHR3_6_CTG3	195651472	195651472
AC233280.12	CHR_HSCHR3_6_CTG3	195657927	195657927
AC107911.3	CHR_HSCHR17_2_CTG2	1160565	1160774
AC107911.4	CHR_HSCHR17_2_CTG2	1187118	1190311
TRARG1	CHR_HSCHR17_2_CTG2	1201029	1203765
YWHAE	CHR_HSCHR17_2_CTG2	1303157	1303157
LINC00685	CHR_HSCHRX_1_CTG3	320990	321711
LINC02688	CHR_HSCHR11_3_CTG1	1061530	1067399
MUC2	CHR_HSCHR11_3_CTG1	1086525	1116069
GAL3ST2	CHR_HSCHR2_3_CTG15	241799065	241804208
AC131097.4	CHR_HSCHR2_3_CTG15	241801907	241801907
AC131097.5	CHR_HSCHR2_3_CTG15	241810637	241812016
ZNF623	CHR_HSCHR8_3_CTG7	143621803	143641845
AL732314.3	CHR_HSCHRX_1_CTG3	389670	408269
AL732314.2	CHR_HSCHRX_1_CTG3	421847	424670
NEU4	CHR_HSCHR2_3_CTG15	241808825	241817413
ZNF707	CHR_HSCHR8_3_CTG7	143671459	143700905
SNORD84	CHR_HSCHR6_MHC_SSTO_CTG1	31531927	31531927
DDX39B-AS1	CHR_HSCHR6_MHC_SSTO_CTG1	31533053	31533887
ATP6V1G2	CHR_HSCHR6_MHC_SSTO_CTG1	31537356	31537597
CR847794.4	CHR_HSCHR6_MHC_MANN_CTG1	31215489	31217512
CR847794.2	CHR_HSCHR6_MHC_MANN_CTG1	31245594	31245594
NFKBIL1	CHR_HSCHR6_MHC_SSTO_CTG1	31537619	31549575
LINC00308	CHR_HSCHR21_2_CTG1_1	22109451	22116528
AP000705.5	CHR_HSCHR21_2_CTG1_1	22136083	22136083
AP000705.3	CHR_HSCHR21_2_CTG1_1	22154299	22154299
RNU4-45P	CHR_HSCHR21_2_CTG1_1	22205192	22205332
AP000705.4	CHR_HSCHR21_2_CTG1_1	22209939	22212813
AC131097.6	CHR_HSCHR2_3_CTG15	241844380	241845036
LTA	CHR_HSCHR6_MHC_SSTO_CTG1	31563028	31565069
PDCD1	CHR_HSCHR2_3_CTG15	241858908	241858908
ARHGEF10	CHR_HSCHR8_8_CTG1	1823976	1958641
RTP5	CHR_HSCHR2_3_CTG15	241869600	241873823
LINC01237	CHR_HSCHR2_3_CTG15	241881363	241959696
FAM240C	CHR_HSCHR2_3_CTG15	241899138	241902551
PRH1	CHR_HSCHR12_3_CTG2	10882657	11167778
LINC02878	CHR_HSCHR8_3_CTG7	143683161	143685420
CCDC166	CHR_HSCHR8_3_CTG7	143695116	143695116
AC105219.6	CHR_HSCHR8_3_CTG7	143700591	143700591
MAPK15	CHR_HSCHR8_3_CTG7	143703266	143709465
AC006518.7	CHR_HSCHR12_3_CTG2	10832016	10832016
LINC01070	CHR_HSCHR13_1_CTG1	112197350	112201000
LINC01043	CHR_HSCHR13_1_CTG1	112297337	112305608
LINC01044	CHR_HSCHR13_1_CTG1	112315069	112315069
SPACA7	CHR_HSCHR13_1_CTG1	112360163	112418533
AC019257.5	CHR_HSCHR8_8_CTG1	1847451	1847916
AC019257.7	CHR_HSCHR8_8_CTG1	1938216	1938216
AC019257.8	CHR_HSCHR8_8_CTG1	1971397	1976478
AC019257.1	CHR_HSCHR8_8_CTG1	1973610	1974637
TUBGCP3	CHR_HSCHR13_1_CTG1	112488558	112488558
KBTBD11	CHR_HSCHR8_8_CTG1	1973878	2006936
GAPDHP26	CHR_HSCHR9_1_CTG5	100975668	100976682
AC245078.1	CHR_HSCHR12_3_CTG2	11167832	11167832
AC019257.6	CHR_HSCHR8_8_CTG1	1974818	1975314
AC125453.2	CHR_HSCHR8_8_CTG1	2033484	2039347
PLPPR1	CHR_HSCHR9_1_CTG5	101028709	101325135
AC006518.8	CHR_HSCHR12_3_CTG2	10895882	10896952
AC105219.7	CHR_HSCHR8_3_CTG7	143705898	143705898
MYOM2	CHR_HSCHR8_8_CTG1	2044989	2165303
FAM83H	CHR_HSCHR8_3_CTG7	143720808	143720808
AC105219.8	CHR_HSCHR8_3_CTG7	143721147	143733344
AC105219.5	CHR_HSCHR8_3_CTG7	143775927	143777466
AL161631.2	CHR_HSCHR9_1_CTG5	101125921	101125921
AL359893.3	CHR_HSCHR9_1_CTG5	101322477	101322533
AC216089.2	CHR_HSCHR9_1_CTG5	101339373	101339373
TRMT112P4	CHR_HSCHR9_1_CTG5	101356875	101356875
AC216089.1	CHR_HSCHR9_1_CTG5	101368525	101370831
BAAT	CHR_HSCHR9_1_CTG5	101381063	101381063
SCRIB	CHR_HSCHR8_3_CTG7	143802386	143802386
FYTTD1P1	CHR_HSCHR9_1_CTG5	101386191	101386191
AC245078.5	CHR_HSCHR12_3_CTG2	11155955	11155955
AC245078.4	CHR_HSCHR12_3_CTG2	11167587	11167587
TAS2R42	CHR_HSCHR12_3_CTG2	11183194	11183194
AC244131.3	CHR_HSCHR12_3_CTG2	11193253	11193253
AC244131.4	CHR_HSCHR12_3_CTG2	11208476	11247646
PRB3	CHR_HSCHR12_3_CTG2	11266062	11266062
PRB4	CHR_HSCHR12_3_CTG2	11306689	11306692
PBX2	CHR_HSCHR6_MHC_APD_CTG1	32257192	32257192
AC022257.1	CHR_HSCHR8_8_CTG1	2199057	2201817
AC133633.2	CHR_HSCHR8_8_CTG1	2496887	2496887
GRK1	CHR_HSCHR13_1_CTG5	113731864	113738248
AC133633.1	CHR_HSCHR8_8_CTG1	2503318	2506502
AC104021.1	CHR_HSCHR8_8_CTG1	2607662	2607662
GPSM3	CHR_HSCHR6_MHC_APD_CTG1	32259874	32262529
CR759828.3	CHR_HSCHR6_MHC_MCF_CTG1	31385659	31385659
LINC00552	CHR_HSCHR13_1_CTG5	113752109	113752109
AC246817.3	CHR_HSCHR8_8_CTG1	2649201	2651108
TMEM255B	CHR_HSCHR13_1_CTG5	113760262	113760337
AC246817.4	CHR_HSCHR8_8_CTG1	2713141	2713141
CR388229.1	CHR_HSCHR6_MHC_DBB_CTG1	31195656	31195656
AC246817.5	CHR_HSCHR8_8_CTG1	2712008	2793124
AIF1	CHR_HSCHR6_MHC_SSTO_CTG1	31605935	31607772
CDH4	CHR_HSCHR20_1_CTG2	61894910	61940574
NOTCH4	CHR_HSCHR6_MHC_APD_CTG1	32263983	32271406
TSBP1	CHR_HSCHR6_MHC_APD_CTG1	32438560	32438560
AC007368.3	CHR_HSCHR12_4_CTG2_1	126364076	126364938
AC007368.1	CHR_HSCHR12_4_CTG2_1	126365344	126367107
LINC02825	CHR_HSCHR12_4_CTG2_1	126411516	126411516
HNRNPA1P2	CHR_HSCHR6_MHC_APD_CTG1	32392216	32393175
TAF4	CHR_HSCHR20_1_CTG2	61995079	62005079
TSBP1-AS1	CHR_HSCHR6_MHC_APD_CTG1	32457148	32460324
BTNL2	CHR_HSCHR6_MHC_APD_CTG1	32473766	32473766
AL662833.4	CHR_HSCHR6_MHC_COX_CTG1	31194480	31194480
HLA-DRB9	CHR_HSCHR6_MHC_APD_CTG1	32540151	32540151
HLA-DRB3	CHR_HSCHR6_MHC_APD_CTG1	32572041	32572041
PRRC2A	CHR_HSCHR6_MHC_SSTO_CTG1	31611467	31628517
NEK4P1	CHR_HSCHR21_8_CTG1_1	17211347	17211347
AP000457.3	CHR_HSCHR21_8_CTG1_1	17299421	17299798
PUF60	CHR_HSCHR8_3_CTG7	143811406	143816310
CR936921.3	CHR_HSCHR6_MHC_APD_CTG1	32758260	32759090
HLA-DQB3	CHR_HSCHR6_MHC_APD_CTG1	32771923	32771923
HLA-DQA2	CHR_HSCHR6_MHC_APD_CTG1	32781927	32787758
HLA-DQB2	CHR_HSCHR6_MHC_APD_CTG1	32804081	32804081
HLA-DOB	CHR_HSCHR6_MHC_APD_CTG1	32856407	32856479
SNORA38	CHR_HSCHR6_MHC_SSTO_CTG1	31613823	31613954
AL845458.1	CHR_HSCHR6_MHC_QBL_CTG1	31194361	31194361
AC207965.1	CHR_HSCHR17_2_CTG4	70374969	70374969
TAP2	CHR_HSCHR6_MHC_APD_CTG1	32877997	32878050
AC091996.1	CHR_HSCHR5_1_CTG5	162427345	162427345
RNU6-164P	CHR_HSCHR5_1_CTG5	162477891	162477993
BAG6	CHR_HSCHR6_MHC_SSTO_CTG1	31630534	31643448
GLIS2	CHR_HSCHR16_3_CTG1	4314761	4339597
AC109471.2	CHR_HSCHR5_4_CTG1_1	125325350	125367734
RN7SKP117	CHR_HSCHR5_4_CTG1_1	125351131	125351131
AC109471.3	CHR_HSCHR5_4_CTG1_1	125377439	125377439
GLIS2-AS1	CHR_HSCHR16_3_CTG1	4328340	4328340
PAM16	CHR_HSCHR16_3_CTG1	4353225	4356579
PSMB8	CHR_HSCHR6_MHC_APD_CTG1	32881306	32883975
CORO7-PAM16	CHR_HSCHR16_3_CTG1	4418546	4422453
CR759814.2	CHR_HSCHR6_MHC_DBB_CTG1	31300690	31300690
PSMB8-AS1	CHR_HSCHR6_MHC_APD_CTG1	32883358	32885767
AC004789.1	CHR_HSCHR16_3_CTG1	4350608	4350608
PSMB9	CHR_HSCHR6_MHC_APD_CTG1	32893433	32918836
BX927178.1	CHR_HSCHR6_MHC_MANN_CTG1	31351939	31351939
CORO7	CHR_HSCHR16_3_CTG1	4418623	4427664
CR318637.1	CHR_HSCHR6_MHC_MANN_CTG1	31420428	31421029
ATP5MC1P1	CHR_HSCHR14_3_CTG1	105537239	105537239
ELK2BP	CHR_HSCHR14_3_CTG1	105549694	105549694
IGHA2	CHR_HSCHR14_3_CTG1	105589753	105589753
IGHE	CHR_HSCHR14_3_CTG1	105602504	105602504
IGHG4	CHR_HSCHR14_3_CTG1	105626837	105626837
TAP1	CHR_HSCHR6_MHC_APD_CTG1	32889412	32893250
IGHG2	CHR_HSCHR14_3_CTG1	105645561	105645561
COPDA1	CHR_HSCHR14_3_CTG1	105649828	105649828
IGHGP	CHR_HSCHR14_3_CTG1	105670614	105670614
ELK2AP	CHR_HSCHR14_3_CTG1	105674085	105674085
CLPTM1L	CHR_HSCHR5_3_CTG1	1345099	1345099
AL928768.1	CHR_HSCHR14_3_CTG1	105705373	105705373
IGHA1	CHR_HSCHR14_3_CTG1	105709436	105709436
IGHEP1	CHR_HSCHR14_3_CTG1	105723298	105723298
IGHG1	CHR_HSCHR14_3_CTG1	105743842	105743842
IGHG3	CHR_HSCHR14_3_CTG1	105772176	105772176
PPP1R2P1	CHR_HSCHR6_MHC_APD_CTG1	32919085	32919085
HLA-Z	CHR_HSCHR6_MHC_APD_CTG1	32935645	32935719
ATP6V1G1P1	CHR_HSCHR14_3_CTG1	105786602	105786602
IGHD	CHR_HSCHR14_3_CTG1	105846448	105846448
HLA-DMB	CHR_HSCHR6_MHC_APD_CTG1	32976138	32992379
IGHM	CHR_HSCHR14_3_CTG1	105856989	105856989
IGHJ6	CHR_HSCHR14_3_CTG1	105864031	105864031
IGHJ3P	CHR_HSCHR14_3_CTG1	105864236	105864236
IGHJ5	CHR_HSCHR14_3_CTG1	105864635	105864635
IGHJ4	CHR_HSCHR14_3_CTG1	105865033	105865033
ANKRD30BP3	CHR_HSCHR10_1_CTG2	45176724	45176925
IGHJ3	CHR_HSCHR14_3_CTG1	105865407	105865407
AL512324.5	CHR_HSCHR10_1_CTG2	45181427	45181427
IGHJ2P	CHR_HSCHR14_3_CTG1	105865623	105865623
AL512324.7	CHR_HSCHR10_1_CTG2	45198323	45198323
IGHJ2	CHR_HSCHR14_3_CTG1	105866022	105866022
RNU6-1207P	CHR_HSCHR10_1_CTG2	45188896	45188896
CUBNP2	CHR_HSCHR10_1_CTG2	45247361	45247361
IGHJ1	CHR_HSCHR14_3_CTG1	105866229	105866229
OR6D1P	CHR_HSCHR10_1_CTG2	45258185	45259123
IGHD7-27	CHR_HSCHR14_3_CTG1	105866332	105866332
OR13A1	CHR_HSCHR10_1_CTG2	45307459	45315608
IGHJ1P	CHR_HSCHR14_3_CTG1	105866449	105866449
IGHD1-26	CHR_HSCHR14_3_CTG1	105881824	105881824
AF188030.1	CHR_HSCHR8_7_CTG1	1729770	1731018
IGHD6-25	CHR_HSCHR14_3_CTG1	105882327	105882327
IGHD5-24	CHR_HSCHR14_3_CTG1	105884693	105884693
CLN8	CHR_HSCHR8_7_CTG1	1755340	1786132
ALOX5	CHR_HSCHR10_1_CTG2	45390290	45462182
IGHD4-23	CHR_HSCHR14_3_CTG1	105885659	105885659
HLA-DMA	CHR_HSCHR6_MHC_APD_CTG1	32988928	32992379
IGHD3-22	CHR_HSCHR14_3_CTG1	105886832	105886832
IGHD2-21	CHR_HSCHR14_3_CTG1	105889349	105889349
AC246787.13	CHR_HSCHR14_3_CTG1	105890855	105897348
LY6E-DT	CHR_HSCHR8_4_CTG7	143012572	143018437
IGHD1-20	CHR_HSCHR14_3_CTG1	105891978	105891978
IGHD6-19	CHR_HSCHR14_3_CTG1	105892490	105892490
IGHD5-18	CHR_HSCHR14_3_CTG1	105894332	105894332
IGHD4-17	CHR_HSCHR14_3_CTG1	105895294	105895294
AC100810.2	CHR_HSCHR8_7_CTG1	1760009	1760009
IGHD3-16	CHR_HSCHR14_3_CTG1	105896441	105896441
AC100810.1	CHR_HSCHR8_7_CTG1	1763988	1764146
LY6E	CHR_HSCHR8_4_CTG7	143017982	143023832
IGHD2-15	CHR_HSCHR14_3_CTG1	105898758	105898758
IGHD1-14	CHR_HSCHR14_3_CTG1	105901425	105901425
IGHD6-13	CHR_HSCHR14_3_CTG1	105901933	105901933
AL356432.5	CHR_HSCHR6_1_CTG8	127655278	127655278
AL356432.4	CHR_HSCHR6_1_CTG8	127659425	127660338
IGHD5-12	CHR_HSCHR14_3_CTG1	105903442	105903442
AL356432.6	CHR_HSCHR6_1_CTG8	127660579	127660579
IGHD4-11	CHR_HSCHR14_3_CTG1	105904402	105904402
IGHD3-10	CHR_HSCHR14_3_CTG1	105905298	105905298
LINC02536	CHR_HSCHR6_1_CTG8	127664554	127681555
IGHD3-9	CHR_HSCHR14_3_CTG1	105905482	105905482
IGHD2-8	CHR_HSCHR14_3_CTG1	105908012	105908012
THEMIS	CHR_HSCHR6_1_CTG8	127918540	127918597
HLA-DPA1	CHR_HSCHR6_MHC_APD_CTG1	33119785	33119850
IGHD1-7	CHR_HSCHR14_3_CTG1	105910694	105910694
LINC01511	CHR_HSCHR5_3_CTG1	1380067	1380067
IGHD6-6	CHR_HSCHR14_3_CTG1	105911198	105911198
IGHD5-5	CHR_HSCHR14_3_CTG1	105913047	105913047
IGHD4-4	CHR_HSCHR14_3_CTG1	105914008	105914008
MTCO2P32	CHR_HSCHR5_3_CTG1	1370945	1370945
